user,location,date,coordinates,content
Ves_Tweet,Australia,2021-10-20 07:05:30,,"The international aid model is broken !?
Why Now !?  Pls. Data, Books 
$13 billion invested in Haiti 

since the devastating 2010 earthquake has done little to mitigate the crises in the country pushing people to migrate."
robinsnewswire,RT's Are FYI Purposes Only,2021-10-20 07:03:28,,Pax River employee helps in Haiti earthquake disaster response - https://t.co/trB5TuOOgJ https://t.co/iHSxsWmN1N #Earthquake
newhumanitarian,,2021-10-20 07:01:00,,"Opinion | The international aid model is broken: $13 billion invested in Haiti since the devastating 2010 earthquake has done little to mitigate the crises in the country pushing people to migrate. 
https://t.co/8fyY9hDWAP"
CAH_ebooks,,2021-10-20 07:00:02,,"after the earthquake, sean penn brought booby-trapping the house to foil burglars to the people of haiti."
sexy_vegetables,,2021-10-20 06:32:38,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --The Blood of Christ.--&lt;br&gt;"
MirandaMolea,"Portland, Oregon",2021-10-20 05:30:44,,"Hey Haiti, by the numbers and the innocence, the untimely release of these seventeen people would hit you like an earthquake if you feel it no other way."
srbija_eu,Иной мир. Drugi svet.,2021-10-20 05:13:23,,"The work of U.S. and Canadian missionaries kidnapped in Haiti over the weekend included helping rebuild homes following an August earthquake on the island, according to their Ohio-based organization that has aid projects all over the world."
FoodForThePoor,"Coconut Creek, FL",2021-10-20 10:01:17,,"Join your local radio station @94fmTheFish today (10/20) to help Haiti. In the wake of the 7.2 magnitude earthquake and tropical storm that hit Haiti, your gift brings the light of hope. To help, call 855-349-4673 (HOPE) or visit https://t.co/YHlUmxU1Ed"
quoteshaybot,,2021-10-20 09:23:53,,"What happened in Haiti happened in Portugal. A great earthquake. Thousands dead, thanks to your damned Manuscript"
sexy_vegetables,,2021-10-20 08:53:25,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --AXE Body Spray.--&lt;br&gt;"
Ves_Tweet,Australia,2021-10-20 07:05:30,,"The international aid model is broken !?
Why Now !?  Pls. Data, Books 
$13 billion invested in Haiti 

since the devastating 2010 earthquake has done little to mitigate the crises in the country pushing people to migrate."
robinsnewswire,RT's Are FYI Purposes Only,2021-10-20 07:03:28,,Pax River employee helps in Haiti earthquake disaster response - https://t.co/trB5TuOOgJ https://t.co/iHSxsWmN1N #Earthquake
newhumanitarian,,2021-10-20 07:01:00,,"Opinion | The international aid model is broken: $13 billion invested in Haiti since the devastating 2010 earthquake has done little to mitigate the crises in the country pushing people to migrate. 
https://t.co/8fyY9hDWAP"
CAH_ebooks,,2021-10-20 07:00:02,,"after the earthquake, sean penn brought booby-trapping the house to foil burglars to the people of haiti."
sexy_vegetables,,2021-10-20 06:32:38,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --The Blood of Christ.--&lt;br&gt;"
MirandaMolea,"Portland, Oregon",2021-10-20 05:30:44,,"Hey Haiti, by the numbers and the innocence, the untimely release of these seventeen people would hit you like an earthquake if you feel it no other way."
srbija_eu,Иной мир. Drugi svet.,2021-10-20 05:13:23,,"The work of U.S. and Canadian missionaries kidnapped in Haiti over the weekend included helping rebuild homes following an August earthquake on the island, according to their Ohio-based organization that has aid projects all over the world."
