,0
652,Allegations in a report by a local human rights group stirred new ferment on the weekend.
653,"The report by the National Human Rights Defense Network (RNDDH) into Moise's killing alleged that new Prime Minister Ariel Henry had spoken on the night of the assassination by telephone to one of the main suspects, Joseph Felix Badio."
654,"Jean-Junior Joseph, a close aide to Henry, wrote on Twitter on Saturday afternoon that the prime minister had told him he had ""never spoken"" to Badio, a former Haitian official."
655,read more
656,"Last Saturday's quake claimed the lives of at least 2,207 people."
657,"A total of 344 people are missing, while 12,268 people were injured, authorities said."
658,The disaster followed a devastating temblor in 2010 that killed tens of thousands of people.
659,"Recovery efforts have been impeded by flooding and damage to access roads, feeding tensions in some of the hardest-hit areas."
660,"Exasperation over delays in assistance began to boil over in recent days, with residents looting aid trucks in several towns across the south, stirring concerns about security."
661,"On Sunday evening, the French Embassy in Haiti said 40 French rescue workers had arrived, bringing a water treatment unit to Les Cayes that will provide up to 220,000 liters (220 cubic metres) of drinking water a day."
662,"In the village of Marceline, dozens of mourners dressed in elegant black or white suits gathered in front of a damaged Catholic school to hold a funeral service for four members of the same family who died in the magnitude 7.2 quake."
663,"Men and women wept on Saturday over the four white coffins: three small ones for the children and a larger one for the family's matriarch, 90-year-old Marie Rose Morin."
664,"""I'm distraught looking at these coffins,"" said Edouard Morin, her son."
665,"Morin was also burying his daughter, Kelly, 15, his niece Wood-Langie, 10, and his nephew Carl-Handy, 4."
666,"""I would feel better if I were being buried in the same grave as my mother,"" he said."
667,"The four-way funeral cost $1,750, a huge sum for farmers in rural parts of a nation where per-capita gross domestic product is less than $1,200, according to World Bank data."
668,"Franck Morin, Wood-Langie's father, recalled how he had left for work as a driver only minutes before the ground began to shake."
669,"He rushed back, only to find his wife bleeding from her legs and sobbing in front of the heap that was once their home."
670,The two of them dug through the rubble for two days until they found their daughter's body.
671,"""She was loved by the whole community, she was always dancing in church,"" said Morin."
672,"Outside another Catholic church overlooking the main park in Les Cayes, dozens of worshipers gathered for Sunday Mass in the yard adjacent to the damaged cathedral."
673,"""Let's go fulfill the work of the Lord,"" the priest intoned as he closed the ceremony."
674,Our Standards: The Thomson Reuters Trust Principles.
675,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
676,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
677,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
678,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
679,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
680,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
681,"The industry leader for online information for tax, accounting and finance professionals."
682,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
683,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
684,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
685,All quotes delayed a minimum of 15 minutes.
686,See here for a complete list of exchanges and delays.
687,© 2021 Reuters.
688,All rights reserved
689,"A woman stands in front of a tent encampment built after the August 14 earthquake destroyed houses and infrastructure in the Nan Konsey neighborhood of Pestel, Haiti August 23, 2021."
690,"Picture taken August 23, 2021."
691,REUTERS/Ricardo Arduengo
692,"NAN KONSEY, Haiti, Aug 30 (Reuters) - In a tent encampment in the mountains of southern Haiti, where hundreds of villagers sought shelter after a powerful earthquake flattened their homes this month, a single charred cob of corn was the only food in sight."
693,"""I'm hungry and my baby is hungry,"" said Sofonie Samedy, gesturing to her pregnant stomach."
694,"Samedy had eaten only intermittently since the 7.2-magnitude earthquake on Aug. 14 destroyed much of Nan Konsey, a remote farming village not far from the epicenter."
695,"Across Haiti, the quake killed more than 2,000 people and left tens of thousands homeless."
696,"In Nan Konsey, the earth's convulsions tore open the village's cement cisterns used to store drinking water and triggered landslides that interred residents' modest subsistence farms."
697,"Since then, Samedy and the rest of the community have camped alongside the main highway, about a 40-minute walk from their village, hoping to flag down the rare passing truck to ask for food and water."
698,"""I'm praying I can still give birth to a healthy baby, but of course I'm a little afraid,"" she said."
699,"Haiti, the poorest country in the Americas, has long had one of the world's highest levels of food insecurity."
700,"Last year, Haiti ranked 104 out of the 107 countries on the Global Hunger Index."
701,"By September, the United Nations said 4 million Haitians - 42% of the population - faced acute food insecurity."
702,"This month's earthquake has exacerbated the crisis: destroying crops and livestock, leveling markets, contaminating waterways used as sources of drinking water, and damaging bridges and roads crucial to reaching villages like Nan Konsey."
703,"The number of people in urgent need of food assistance in the three departments hardest-hit by the earthquake - Sud, Grand'Anse and Nippes - has increased by one-third since the quake, from 138,000 to 215,000, according to the World Food Programme (WFP)."
704,"""The earthquake rattled people who were already struggling to feed their families,"" Lola Castro, WFP's regional director for Latin America and the Caribbean, said in a statement."
705,"""The compound effects of multiple crises are devastating communities in the south faced with some of the highest levels of food insecurity in the country."""
706,'IN THE HANDS OF GOD'
707,"Just off the highway leading to Nan Konsey, a few dozen men gathered at a goat market, where they sold off their remaining livestock to secure cash to feed their children or to pay for family members' funerals."
708,"Before the quake, farmer Michel Pierre had tended 15 goats and cultivated yams, potatoes, corn, and banana trees."
709,He arrived at the market with the only two animals that survived the earthquake.
710,"With his crops also buried beneath landslides, he hoped to earn about $100 from the sale to feed himself, his wife and his children."
711,"When that money runs dry, he said, he isn't sure what he will do."
712,He is still in debt from when Hurricane Matthew ravaged Haiti in 2016.
713,"""Day by day, it's getting harder to be a farmer,"" he said."
714,"""I am in the hands of God."""
715,"Haiti was largely food self-sufficient until the 1980s, when at the encouragement of the United States it started loosening restrictions on crop imports and lowered tariffs."
716,A subsequent flood of surplus U.S. crops put droves of Haitian farmers out of business and contributed to investment in the sector tailing off.
717,"In recent years, climate change has made Hispaniola - the island Haiti shares with the Dominican Republic - increasingly vulnerable to extreme droughts and hurricanes."
718,"Spiraling food costs, economic decline and political instability have worsened the shortages."
719,"For Gethro Polyte, a teacher and farmer living north of the town of Camp-Perrin, the earthquake decimated his two main sources of income: leveling the school where he taught fourth grade, and submerging his crops and livestock in an avalanche of earth."
720,"Before the disaster, he and his family had been able to pull together two meals a day and draw water from underground springs, he said."
721,"But since then, his food supplies have dwindled down to a few yams and bananas, and the water has been contaminated with silt."
722,"Polyte doubted the school would be rebuilt for classes to start in September and for him to receive a paycheck, given the chaos following the assassination of President Jovenel Moise in July."
723,"And with bank loans still to pay off, he doubted he'd be able to secure money to invest in rebuilding his farm."
724,"""We are living now by eating a little something just to kill the hunger,"" he said."
725,"""And, of course, things will only grow worse in the coming days."""
726,Our Standards: The Thomson Reuters Trust Principles.
727,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
728,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
729,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
730,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
731,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
732,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
733,"The industry leader for online information for tax, accounting and finance professionals."
734,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
735,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
736,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
737,All quotes delayed a minimum of 15 minutes.
738,See here for a complete list of exchanges and delays.
739,© 2021 Reuters.
740,All rights reserved
741,"A woman on a stretcher is pictured with a baby after a 7.2 magnitude earthquake in Les Cayes, Haiti August 15, 2021."
742,REUTERS/Estailove St-Val
743,"PORT-AU-PRINCE, Aug 16 (Reuters) - The earthquake that ravaged Haiti on Saturday has revived anger over international aid agencies' response to a devastating quake there 11 years ago, stirring calls to ensure donations do a better job of reaching the people who need them most."
744,"Haitians and well-wishers have taken to social media to urge donors to send money directly to Haitian charities or via the government, criticizing what they saw as misuse of funds after the 2010 quake and a major hurricane in 2016."
745,"Despite billions of dollars in aid, Haiti has slipped down global development rankings, violence is widespread and its institutions were already in turmoil when President Jovenel Moise was shot dead last month by what the government says was a group of largely Colombian mercenaries."
746,"Saturday's quake in the poorest country in the Americas killed at least 1,419 people and injured thousands more."
747,read more
748,"It prompted pledges of support from U.N. bodies, the U.S. Agency for International Development (USAID), the Red Cross and governments around the world."
749,"But with the scars of the last quake still visible in the Caribbean nation's capital Port-au-Prince, there were calls right from the top for the aid response to be different in 2021."
750,"""We will not repeat the same things that were done in 2010,"" Prime Minister Ariel Henry said on Monday."
751,"""A lot of donations were made to the country, and a lot of money was spent without seeing the impact."""
752,"Jonathan Katz, a journalist and author of ""The Big Truck That Went By,"" a damning critique of the international response to the 2010 earthquake, which killed more than 200,000 people, said the money needed to go directly to the Haitian population."
753,"""The world had 11 years to prepare for the next earthquake."
754,"We did not,"" he added."
755,"""Don't shuffle money from the State Department to the Defense Department by way of USAID and tell the world that that was money for Haiti."""
756,"Much of the U.S. military spending right after the natural disaster was more focused on preventing social unrest and deterring mass migration than rebuilding, said Katz."
757,The Pentagon did not immediately respond to a request for comment on Monday.
758,"The State Department said that, while it spent money evacuating staff and U.S. citizens and keeping the local embassy operating in 2010, its diplomatic programs had ""no relation"" to security assistance, military spending or migration programs."
759,"USAID, which has dispatched a team to Haiti to help relief efforts, pointed Reuters to recent congressional testimony by Barbara Feinstein, acting senior deputy assistant administrator within its bureau for Latin America and the Caribbean."
760,"Feinstein highlighted improvements in infant mortality rates in Haiti and said that in 2020 alone, USAID had supported the vaccination of more than 75,000 children there and provided care to tens of thousands of women and newborn babies."
761,"USAID had also benefited local farming, with its investments supporting 105,000 farmers to adopt new technologies, generating nearly $30 million in agricultural sales, she said."
762,MISSING AID
763,Haiti's government complained after the 2010 quake that aid was too slow to materialize.
764,"Six months after the disaster, it said it had received less than2 percent of the promised support, despite pledges by the U.N. special envoy for Haiti, former U.S. President Bill Clinton, to ""build Haiti back better""."
765,"A 2012 study by Tulane University found that while some aid exceeded the population's needs in affected areas, humanitarian efforts did not contribute significantly to making Haiti more resilient to disasters and may even have ""caused harm."""
766,"It argued the humanitarian response often undermined Haitian organizations due to the poaching of staff, and because they could not compete with larger, international NGOs for support, or lacked access to the decision-making process."
767,The American Red Cross in particular has been singled out for what critics said was the low impact of some $500 million in donations it received after the 2010 quake.
768,"""Donate to HAITIAN ORGANIZATIONS ONLY!"
769,Can't stress this enough.
770,"Haiti Based ONLY,"" Jessie Woo, a Haitian-American comedienne, said on Twitter."
771,"""DO NOT DONATE ANY MONEY TO THE RED CROSS REGARDING HAITI."""
772,The American Red Cross has said it spent 91 cents of every dollar of that money in programs to help the people of Haiti.
773,"In a statement to Reuters, the American Red Cross said it ""strongly disputes negative reporting of our past work in Haiti"" and had made a significant impact there."
774,"This included investment in more than 50 hospitals and clinics, safer housing for more than 22,000 families, funding for Haiti's first wastewater treatment plant and support for the country's first-ever cholera vaccination campaign."
775,"""Americans donated generously in the aftermath of the 2010 Haiti earthquake to save lives - which is exactly what their donations did,"" it said."
776,Controversies linked to foreign intervention have reinforced a sense of public mistrust.
777,"A sexual misconduct scandal that surfaced in 2018 centering on Oxfam International tarnished the name of relief workers in Haiti, while a cholera outbreak linked to U.N. peacekeepers in the country after the 2010 quake led to thousands of deaths."
778,"Even as countries like Mexico began flying in aid, Haiti's government urged donors to go through its civil protection agency to better coordinate efforts this time."
779,"""As we want to avoid the proliferation of tented camps, the ministry asks NGOs to distribute tents and tarpaulins to the identified people whose homes have been damaged to enable them to spend the night close to their residence,"" it said."
780,"Over 1 million survivors of the 2010 quake spent months in makeshift tent camps crammed into Port-au-Prince, exposing them to the elements, lawlessness and the cholera outbreak."
781,The Caribbean Disaster Emergency Management Agency (CDEMA) said on Monday that Haiti's government was preparing a needs list and had asked for cash donations so humanitarian goods could be bought in the country.
782,A major criticism of the 2010 response was that imports of foreign aid damaged Haitian farming and commerce.
783,"One diplomat, who asked not to be identified, expressed confidence that the ad hoc government Haiti had assembled after Moise's assassination seemed to be taking a ""big leap forward"" in coordinating aid efforts."
784,"But Haiti, which has only just begun administering its first publicly distributed vaccines against COVID-19, may not be in the spotlight as much this time, with events such as the U.S. pullout from Afghanistan dominating the news, argued Katz."
785,"""I think it's going to get a lot less attention than the 2010 earthquake,"" he said."
786,Our Standards: The Thomson Reuters Trust Principles.
787,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
788,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
789,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
790,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
791,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
792,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
793,"The industry leader for online information for tax, accounting and finance professionals."
794,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
795,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
796,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
797,All quotes delayed a minimum of 15 minutes.
798,See here for a complete list of exchanges and delays.
799,© 2021 Reuters.
800,All rights reserved
801,"A car drives past a damaged road, after the earthquake that took place on August 14th, in Marceline, near Les Cayes, Haiti August 20, 2021."
802,REUTERS/Henry Romero
803,"MARCELINE, Haiti, Aug 20 (Reuters) - Haitians desperate for food looted a humanitarian convoy on Friday and fought over donations as anger built over the slow pace of aid deliveries almost a week after a devastating earthquake killed more than 2,000 people."
804,"Damaged or impassable roads have hindered efforts to deliver aid to remote parts in the south of the impoverished Caribbean nation, which were hardest-hit by last Saturday's 7.2 magnitude earthquake."
805,"With hundreds still missing, hopes are fading of finding anyone still alive."
806,Aid organization Food for the Poor said that four of its trucks were attacked by local residents and looted on Friday as they delivered food and water to rural communities in the south.
807,"Neither the drivers nor the trucks were harmed, the charity said, and five other trucks were able to reach their destinations safely."
808,"""Food For The Poor remains committed to its mission of helping those affected by this terrible tragedy,"" it said in a statement, adding that its staff were working hard to reach the most remote communities in need."
809,"In the hard-hit city of Les Cayes, scuffles broke out after former President Michel Martelly visited a local hospital on Friday afternoon."
810,"A member of his staff gave an envelope filled with cash to one person in the crowd to be distributed amongst them, triggering a violent scramble for the money, a Reuters witness said."
811,Landslides and cracks in the tarmac on the mountain road between Les Cayes and Jeremie to its northwest - two of the worst-affected urban areas - made it harder to dispatch aid to farming communities short of food and drinkable water.
812,The route was littered with boulders and the occasional stranded truck.
813,"""We are all absolutely overwhelmed,"" Prime Minister Ariel Henry said in a meeting with the Organization of American States, saying some communities had been flattened."
814,"""Every commune, every city, every village in that area was very hard hit."""
815,Henry thanked foreign allies for sending assistance.
816,"The poorest country in the Americas, Haiti is still recovering from a 2010 quake that killed over 200,000 people."
817,It was pitched into deeper instability by the assassination on July 7 of President Jovenel Moise by what authorities say was a group of largely Colombian mercenaries.
818,"Last Saturday's quake destroyed tens of thousands of homes and claimed the lives of at least 2,189 people."
819,"Some 332 people are missing, while 12,200 people were injured, authorities said."
820,A powerful storm this week that triggered landslides made the search for victims even harder.
821,Many hospitals remained saturated in the worst-hit areas.
822,"At Les Cayes' airport, helicopters ferried the injured to the capital, Port-au-Prince."
823,"The kidnapping by gangs of two doctors in the capital, including one of the few trained orthopedic surgeons in Haiti, has added to the strain."
824,"Some hospitals shut down temporarily in protest, demanding the doctors be released, local media reported."
825,DIGGING GRAVES
826,"In the village of Marceline, 25 km (16 miles) north of Les Cayes, hundreds of people gathered to receive food and medical care at a mobile clinic and aid distribution effort organized by Haitian non-profit PWOP."
827,"One of the patients was a girl who had debris embedded in a gash just below her knee, which cut down to the bone."
828,She screamed in pain as the doctors cleaned and disinfected the wound without anesthesia.
829,"Elsewhere in the village, some people dug graves to prepare for funerals, while other residents worked to remove a massive heap of rubble in efforts to find the remains of loved ones."
830,The air smelled of decomposing bodies.
831,Amerlin Dorcy surveyed the rescue efforts.
832,His mother Seralia Dejoit had been attending a voodoo ceremony in the house when the quake struck.
833,"""She's still missing."
834,"We don't even have her body to bury,"" said Dorcy, explaining that his mother had been called upon to sing at the ceremony by the head priestess."
835,"The calamity brought back memories for Dorcy of the 2010 quake, which he survived by fleeing the collapsing three-story building he was inside in Port-au-Prince."
836,"""Now there's another earthquake and it's my mother who's the victim,"" he said."
837,Our Standards: The Thomson Reuters Trust Principles.
838,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
839,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
840,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
841,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
842,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
843,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
844,"The industry leader for online information for tax, accounting and finance professionals."
845,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
846,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
847,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
848,All quotes delayed a minimum of 15 minutes.
849,See here for a complete list of exchanges and delays.
850,© 2021 Reuters.
851,All rights reserved
852,"A U.S. Coast Guard helicopter lifts off during a medical evacuation of people injured in Saturday's 7.2 magnitude earthquake, in Les Cayes, Haiti, August 17, 2021."
853,REUTERS/Estailove St-Val
854,"LES CAYES, Aug 18 (Reuters) - Days before a powerful earthquake struck, Rosemond Clermont paid the $1,554 rent on the office of his construction business in southern Haiti for the rest of the year."
855,"On Saturday morning, the investment vanished when his small shop collapsed along with hundreds of other buildings in his home town as the coastal city of Les Cayes began crumbling."
856,"""I don't know what to do."
857,"I'm still in shock,"" said Clermont, 36, the main breadwinner for a family of four."
858,"Dozens of businesses ranging from hotels, restaurants to corner shops in downtown Les Cayes and surrounding areas suffered a similar fate, with premises either badly damaged or flattened."
859,Clermont said the loss capped a tough few years.
860,"He opened the construction business four years ago with the help of a bank loan worth $5,180 to supplement another job at a cell phone service provider, worried that he otherwise would not be able to feed his wife, daughter, 4, and 1-year-old son."
861,The loan saddled Clermont with a monthly debt of $207 that he is struggling to pay off.
862,"""The economic situation is so much worse than before,"" he said."
863,"""I owe money to the bank, we have nowhere to sleep, and I have my family to feed."""
864,"Since a devastating earthquake that killed tens of thousands of people in 2010, Haiti's economy has been buffeted by chronic political instability, drought and a major hurricane in 2016."
865,"Opposition-backed protests against the government dragged Haiti into recession in 2019 before the coronavirus pandemic even hit, and a steady deprecation in the gourde currency has put pressure on businesses heavily reliant on foreign imports."
866,"Haitian economist Etzer Emile told Reuters that in the past, small businesses have been overlooked in post-disaster responses."
867,"""And that's the big mistake,"" he said."
868,"""Because these entities are the very backbone of the national economy."""
869,"Clermont's family has been spending nights in the car since the earthquake, scared of possible structural damage at their home after they watched the walls shake violently."
870,"The entire facade of Clermont's office has gone, and as he stood outside the now empty shell, he warily kept his distance from the battered building lest it crumble further."
871,"""I don't know how to get out of this,"" he said."
872,"""It's a crisis for me."""
873,Our Standards: The Thomson Reuters Trust Principles.
874,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
875,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
876,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
877,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
878,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
879,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
880,"The industry leader for online information for tax, accounting and finance professionals."
881,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
882,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
883,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
884,All quotes delayed a minimum of 15 minutes.
885,See here for a complete list of exchanges and delays.
886,© 2021 Reuters.
887,All rights reserved
888,Discover Thomson Reuters
889,"Posted August 24, 2021"
890,"Many survivors of the earthquake that killed more than 2,200 people in southern Haiti are growing worried about how they will provide for their children."
891,Load More
892,Load More
893,Haiti quake survivors fear for children's future
894,All quotes delayed a minimum of 15 minutes.
895,See here for a complete list of exchanges and delays.
896,One desperate moment: Migrants collecting food try to evade law enforcement at U.S.-Mexico border
897,"LES CAYES, Haiti, Aug 17 (Reuters) - Survivors of the earthquake that killed at least 1,941 people in Haiti clamored for food, shelter and medical care on Tuesday as search and rescue efforts resumed after a tropical storm lashed the Caribbean nation with rain, causing dangerous flooding."
898,"Quake damage to several major hospitals hampered humanitarian efforts, and doctors in makeshift tents outside battled to save the lives of the many injured, including young children and the elderly."
899,But they could not help them all.
900,"""There weren't enough doctors and now she's dead,"" said Lanette Nuel, sitting listlessly next to her daughter's body outside the main hospital of Les Cayes, one of the towns worst hit by both the tremor and the storm's heavy rains and winds."
901,"The 26-year-old deceased woman, herself a mother of two, had been crushed by debris during the magnitude 7.2 quake."
902,Now she lay under a white sheet on the floor.
903,"""We came in yesterday afternoon, she died this morning."
904,"I can't do anything,"" her mother said."
905,"Saturday's quake knocked down tens of thousands of buildings in the poorest country in the Americas, which is still recovering from a temblor 11 years ago that killed over 200,000 people."
906,"Aside from the dead, the latest quake also injured at least 9,915, with many people still missing or under the rubble, the civil protection service said on Tuesday afternoon."
907,Relief efforts were already complicated due to political turmoil and difficult road access from the capital to the south due to gang control of key points.
908,"Flash flooding and landslides in the wake of Tropical Storm Grace, which by Tuesday afternoon had continued on past Jamaica, exacerbated the situation."
909,"""Countless Haitian families who have lost everything due to the earthquake are now living literally with their feet in the water due to the flooding,"" said Bruno Maes, the United Nations Children's Fund (UNICEF) representative in the country."
910,"""Right now, about half a million Haitian children have limited or no access to shelter, safe water, healthcare and nutrition."""
911,The United Nations said it had allocated $8 million in emergency funds to provide relief for affected people.
912,"Latin America countries including Venezuela, Chile, Mexico, Panama, Colombia and the neighboring Dominican Republic sent food, medicine and supplies."
913,The United States also dispatched supplies and search and rescue teams.
914,"Although criminal gangs have been blocking access roads for months, the United Nations Office for the Coordination of Human Affairs said ""successful negotiations"" had made it possible for a convoy to reach Les Cayes."
915,"Haitian firefighters search for survivors under the rubble of a destroyed building after Saturday's 7.2 magnitude quake, in Les Cayes, Haiti August 17, 2021."
916,REUTERS/Ricardo Arduengo
917,"The hospital in Les Cayes, about 150 km (90 miles) west of the capital Port-au-Prince, was even more overwhelmed on Tuesday than before as patients who had been camping outside moved indoors to escape the tropical storm."
918,Director Peterson Gede said medics were doing the best they could.
919,"""We couldn't handle all the patients,"" he said."
920,"""And we have been receiving supplies, but it's not enough."""
921,"At a tent city in Les Cayes containing many children and babies, over a hundred people scrambled to repair makeshift coverings made of wooden poles and tarps that were destroyed by Grace overnight."
922,Some took cover under plastic sheets.
923,"Mathieu Jameson, deputy head of the committee formed by the tent city residents, said hundreds of people there were in urgent need of food, shelter and medical care."
924,"""We don't have a doctor."
925,We don't have food.
926,Every morning more people are arriving.
927,"We have no bathroom, no place to sleep."
928,"We need food, we need more umbrellas,"" said Jameson, adding the tent city was still waiting for government aid."
929,SMELL OF DECAY
930,Haiti's latest natural disaster comes just over a month after the country was plunged into political turmoil by the July 7 assassination of President Jovenel Moise.
931,"U.S. national security adviser Jake Sullivan said on Tuesday it was too early to gauge the impact of the quake on Haiti's political process and that the United States, the country's main donor, had no current plans to deploy its military there."
932,read more
933,Rescue workers have been digging alongside residents through the rubble in a bid to reach survivors.
934,"On Tuesday morning 16 people were recovered alive alongside nine dead, Haitian civil protection authorities said."
935,"But hopes were fading, and a smell of dust and decomposing bodies permeated the air."
936,"""We came from all over to help: from the north, from Port-au Prince, from everywhere,"" said Maria Fleurant, a firefighter from northern Haiti."
937,"Prime Minister Ariel Henry, who was sworn in less then a month ago after Moise's assassination, vowed to disburse humanitarian aid better than in the wake of the 2010 quake."
938,"Though billions of dollars in aid poured into Haiti after that quake and Hurricane Matthew in 2016, many Haitians say they saw scant benefits from the uncoordinated efforts: government bodies remained weak, amid persistent shortages of food and basic goods."
939,"""The earthquake is a great misfortune that happens to us in the middle of the hurricane season,"" Henry told reporters."
940,"He said the government would not repeat ""the same things"" done in 2010."
941,Our Standards: The Thomson Reuters Trust Principles.
942,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
943,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
944,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
945,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
946,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
947,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
948,"The industry leader for online information for tax, accounting and finance professionals."
949,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
950,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
951,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
952,All quotes delayed a minimum of 15 minutes.
953,See here for a complete list of exchanges and delays.
954,© 2021 Reuters.
955,All rights reserved
956,"PORT-AU-PRINCE, Aug 15 (Reuters) - Haiti's hospitals were swamped on Sunday by thousands of injured residents after a devastating earthquake the day before killed at least 1,297 people as authorities raced to bring doctors to the worst-hit areas before a major storm hits."
957,The 7.2 magnitude quake on Saturday destroyed thousands of homes and buildings in a Caribbean nation which is still clawing its way back from another major temblor 11 years ago and is reeling from the assassination of its president last month.
958,"Southwestern Haiti bore the brunt of the blow, especially in the region in and around the town of Les Cayes."
959,"Haiti's Civil Protection Agency said the toll from the disaster had climbed to 1,297 and the hospitals that were still functioning were struggling to cope as some 5,700 people were injured."
960,"In the northwestern city of Jeremie, another badly hit area, doctors treated injured patients on hospital stretchers underneath trees and on mattresses by the side of the road, as healthcare centers have run out of space."
961,"""We do have a serious issue,"" Jerry Chandler, the head of Haiti's Civil Protection Agency, told Reuters."
962,"""There are very important facilities that are dysfunctional as we speak and those that are functional are receiving an overflow of patients,"" he said."
963,"The challenge facing Haiti has been exacerbated by the coronavirus pandemic, a severe economic downturn aggravated by fierce gang violence, and a political crisis that has engulfed the troubled nation after the assassination of President Jovenel Moise on July 7."
964,"Churches, hotels, hospitals and schools were badly damaged or destroyed, while the walls of a prison were rent open by the violent shudders that convulsed Haiti."
965,"Some 13,694 houses were destroyed, the civil protection agency said, suggesting the toll could rise further."
966,"In Les Cayes, a seafront town of some 90,000 people, rescuers in red hard hats and blue overalls pulled bodies from the tangled wreckage of one building, as a yellow mechanical excavator nearby helped to shift the rubble."
967,"Haiti's Prime Minister Ariel Henry, who flew to visit Les Cayes, praised the dignity shown by people there even in the midst of their suffering."
968,"""They are affected but resilient."
969,"They fight to survive,"" he said, thanking international agencies and foreign governments for their support."
970,"Nearby countries, including the Dominican Republic and Mexico, rushed to send desperately needed food and medicines by air and across Haiti's land border."
